year,month,state,rto,maker,fuel_filter,vehicle_category_filter,norms_filter,vehicle_class_filter,vehicle_count,scraped_at,source_url
2026,6,INDIA TOTAL,All Vahan4 Running Office,TORK MOTORS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,53,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,TVS MOTOR COMPANY LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,154484,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,226,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,42,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,65,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WARIVO MOTOR INDIA PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,20,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI DAYANG ELECTRIC (IMPORTER: ABZO MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,5,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI MDKA NEW ENERGY (IMPORTER: HESTUR ENERGY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,32,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE (IMPORTER: CITIZEN CARE),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE (IMPORTER: WARIVO MOTOR),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: FEZORA INDIA),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: NXTMOBILITY ENERGY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: SUSHAMA MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI YIZHILING (IMPORTER: BMR EV INDUSTRIES),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,WUXI YIZHILING (IMPORTER: HOMFEEL VEGH),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,YOUYAKU ELECTRIC (IMPORTER: HAYASA E-MOBILITY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,YOUYAKU ELECTRIC (IMPORTER: POWORO PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,9,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZELIO E-MOBILITY LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZENIAK INNOVATION INDIA LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,15,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,5,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZHEJIANG QIANJIANG (IMPORTER: ADISHWAR AUTO),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZHEJIANG TIANBEN (IMPORTER: SLSR ELECTRO),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZHEJIANG ZUBOO (IMPORTER: KLCS MOTORS PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,3,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,6,INDIA TOTAL,All Vahan4 Running Office,ZHONGHUALONG (IMPORTER: POWORO PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,3,2026-06-14T07:42:25.032Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.436Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,ASTON MARTIN LAGONDA LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,ATHER ENERGY LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,AUDI AG,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,1,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,AUTOMOBILI LAMBORGHINI S.P.A,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,BAJAJ AUTO LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,BENTLEY MOTORS LIMITED,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,BENTLEY MOTORS LTD (SAVWIPL),ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,BMW INDIA PVT LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,272,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,BYD AUTO,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,BYD INDIA PRIVATE LIMITED,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,93,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,FERRARI SPA,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,FERRARI SPA (IMPORTER:NAVNIT MOTORS PVT LTD),ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,FERRARI SPA (IMPORTER:SELECT CARS P LTD),ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,1,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,FORCE MOTORS LIMITED,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,46,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,FORD INDIA PVT LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,FORD USA MILITARY BANTAM,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,GENERAL MOTORS INDIA PVT LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,GREAVES ELECTRIC MOBILITY LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,HD HYUNDAI CONSTRUCTION EQUIPMENT INDIA PVT LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,HERO MOTOCORP LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,25,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,HINDUSTAN MOTORS LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,HONDA CARS INDIA LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,932,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,13,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,HYUNDAI MOTOR INDIA LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,5922,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,INDIA YAMAHA MOTOR PVT LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,ISUZU MOTORS INDIA PVT LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,5,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,JAGUAR LAND ROVER INDIA LIMITED,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,87,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,JAGUAR LAND ROVER LIMITED UK,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,JSW MG MOTOR INDIA PVT LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,1085,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,KIA INDIA PRIVATE LIMITED,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,3778,2026-07-05T12:41:37.438Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,KIA MOTORS CORPN,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.439Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,KINETIC MOTOR COMPANY LIMITED,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.439Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,LEXUS MOTORS LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.439Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,M/S GENERAL MOTORS LLC,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.439Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,MAHINDRA & MAHINDRA LIMITED,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,6903,2026-07-05T12:41:37.439Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,7,INDIA TOTAL,All Vahan4 Running Office,MAHINDRA DEFENCE SYSTEMS LTD,ALL,ALL,ALL,ADAPTED VEHICLE|MOTOR CAR|MOTOR CARAVAN|OMNI BUS (PRIVATE USE)|VINTAGE MOTOR VEHICLE,0,2026-07-05T12:41:37.439Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
